タイムスタンプ,カテゴリ,画像,画像2,画像3,画像4,画像5,緯度,経度,スポット名,紹介文,創業年月,駐車場,TEL,Instagram,X,公式サイト,Facebook,営業時間,定休日,住所,予約有無,タグ
2022/05/11 14:46:34,スナック・バー,https://picsum.photos/800/600?random=38?&blur=2,https://picsum.photos/800/600?random=38?&blur=2,https://picsum.photos/800/600?random=38?&blur=2,https://picsum.photos/800/600?random=38?&blur=2,https://picsum.photos/800/600?random=38?&blur=2,38.0012885,138.3177133,愛,,,無,0259-52-0680,,,,,10:00 - 17:16,日曜日、月曜日,新潟県佐渡市河原田諏訪町１９８−５,有,
2022/05/11 14:46:34,,https://picsum.photos/800/600?random=39?&blur=2,https://picsum.photos/800/600?random=39?&blur=2,https://picsum.photos/800/600?random=39?&blur=2,https://picsum.photos/800/600?random=39?&blur=2,https://picsum.photos/800/600?random=39?&blur=2,38.0004533,138.3209273,ＭＥＲＲＯＷＳ,,,,,,,https://www.instagram.com/sadokoku_yajima_yakitori?igsh=cXpta2lsd2tybjg3,,10:00 - 17:17,,新潟県佐渡市河原田本町１９３,,
2022/05/11 14:46:34,,https://picsum.photos/800/600?random=40?&blur=2,https://picsum.photos/800/600?random=40?&blur=2,https://picsum.photos/800/600?random=40?&blur=2,https://picsum.photos/800/600?random=40?&blur=2,https://picsum.photos/800/600?random=40?&blur=2,38.001339,138.3159275,かっ八,,,,,,,,,10:00 - 19:00,,新潟県佐渡市河原田諏訪町２１１,,
2022/05/11 14:46:34,スナック・バー,https://picsum.photos/800/600?random=41?&blur=2,https://picsum.photos/800/600?random=41?&blur=2,https://picsum.photos/800/600?random=41?&blur=2,https://picsum.photos/800/600?random=41?&blur=2,https://picsum.photos/800/600?random=41?&blur=2,38.0010464,138.3164355,しまちゃん,,1993年8月5日,有,0259-52-5885,,,https://www.visitsado.com/spot/detail0612/,,10:00 - 19:00,日曜日、月曜日,新潟県佐渡市河原田諏訪町２０８−８４,,
2022/05/11 14:46:34,居酒屋・食事,https://picsum.photos/800/600?random=42?&blur=2,https://picsum.photos/800/600?random=42?&blur=2,https://picsum.photos/800/600?random=42?&blur=2,https://picsum.photos/800/600?random=42?&blur=2,https://picsum.photos/800/600?random=42?&blur=2,38.0009365,138.3165981,赤ちょうちん,,,有,0259-52-2220,,,,,10:00 - 19:00,火曜日,新潟県佐渡市河原田諏訪町２０８−８２,有,
2022/05/11 14:46:34,,https://picsum.photos/800/600?random=45?&blur=2,https://picsum.photos/800/600?random=29?&blur=2,,,,38.000934,138.3167999,らぶじゃん,,,,,,,https://www.facebook.com/pages/%E5%89%B2%E7%83%B9-%E6%9D%BE%E5%B1%B1/202476086457557,,10:00 - 19:00,,新潟県佐渡市河原田諏訪町２０８−１６,,
2022/05/11 14:46:34,スナック・バー,https://picsum.photos/800/600?random=44?&blur=2,https://picsum.photos/800/600?random=30?&blur=2,,,,38.0012643,138.3161954,あこ,カラオケで遊んで下さい。,44年,有,0259-52-4109,,,,,10:00 - 19:00,木曜日,新潟県佐渡市河原田諏訪町２０８−１２２,有,
2022/05/11 14:46:34,,https://picsum.photos/800/600?random=45?&blur=2,https://picsum.photos/800/600?random=31?&blur=2,https://picsum.photos/800/600?random=45?&blur=2,https://picsum.photos/800/600?random=45?&blur=2,https://picsum.photos/800/600?random=45?&blur=2,38.0014956,138.3156863,やじま,,,,,,,https://instagram.com/merrows__sado?igshid=MzRlODBiNWFlZA==,,10:00 - 19:00,,新潟県佐渡市河原田諏訪町２０８−２１９,,
2022/05/11 14:46:34,スナック・バー,https://picsum.photos/800/600?random=46?&blur=2,https://picsum.photos/800/600?random=32?&blur=2,,,,38.0019941,138.3186124,HOSTEL Perch,,2018年,有,070-9099-5019,,,https://www.instagram.com/yamashita_shokudo/,,10:00 - 19:00,なし/冬季金土日以外,新潟県佐渡市河原田諏訪町4,無,
2022/05/11 14:46:34,スナック・バー,https://picsum.photos/800/600?random=47?&blur=2,https://picsum.photos/800/600?random=33?&blur=2,,,,38.0022872,138.3158541,アリの巣,,,,,,,,,10:00 - 19:00,,新潟県佐渡市河原田諏訪町１５９−１,,
2022/05/11 14:46:34,スナック・バー,https://picsum.photos/800/600?random=48?&blur=2,https://picsum.photos/800/600?random=34?&blur=2,,,,38.0016736,138.3170653,Vogue,楽しく飲める国際交流できる酒場🍻🍷🍾,2007年,無,0259-52-1615,,,,,10:00 - 19:00,月曜日,新潟県佐渡市河原田諏訪町１８５,有,
2022/05/11 14:46:34,飲食&宿泊,https://picsum.photos/800/600?random=49?&blur=2,https://picsum.photos/800/600?random=35?&blur=2,,,,38.0024624,138.3173779,憩,佐渡で台湾料理を味わえる,2020年,有,0259-67-7795,,,,,10:00 - 19:00,月曜日,新潟県佐渡市河原田諏訪町30番地,有,
2022/05/11 14:46:34,喫茶,https://picsum.photos/800/600?random=50?&blur=2,https://picsum.photos/800/600?random=36?&blur=2,,,,38.0024161,138.3151623,のんのん,,1987年,無,0259-57-3553,,,,,10:00 - 19:00,第1・3木曜,新潟県佐渡市河原田諏訪町１４９−３,無,
2022/05/11 14:46:34,スナック・バー,https://picsum.photos/800/600?random=39?&blur=2,https://picsum.photos/800/600?random=37?&blur=2,,,,38.0023926,138.3154668,スナック川,ひとりでも気軽に⋯⋯,29年,無,0259-57-3802,,,,,10:00 - 19:00,日曜日,新潟県佐渡市河原田諏訪町１５３,無,
2022/05/11 14:46:34,,https://picsum.photos/800/600?random=39?&blur=2,https://picsum.photos/800/600?random=38?&blur=2,,,,38.0044043,138.3163525,Lahaina,,2013年,有,52-3955,,,,,10:00 - 17:30,日・月曜日,新潟県佐渡市中原２２０−１１,有,
2022/05/11 14:46:34,スナック・バー,https://picsum.photos/800/600?random=39?&blur=2,https://picsum.photos/800/600?random=39?&blur=2,,,,38.0065611,138.3126914,カラオケスタジオ　ＣｏＣｏ,,2007年,有,0259-58-7878,,,,,10:00 - 17:31,水曜日,新潟県佐渡市窪田４７−５,有,
2022/05/11 14:46:34,居酒屋・食事,https://picsum.photos/800/600?random=39?&blur=2,https://picsum.photos/800/600?random=39?&blur=2,,,,38.0041701,138.3105939,La　Plage,地産地消の食材にこだわったフレンチレストランです！,2012年,有,0259-57-3751,,,,,,不定休,新潟県佐渡市窪田９７８−３,有,
